TransactionID,IsFraud,TransactionID,oof,,,
2987264,0,2987264,0.000697756,,,
2987265,0,2987265,0.039796725,,,
2987266,0,2987266,0.00653336,,,
2987267,0,2987267,0.00458869,,,
2987268,0,2987268,0.000659475,,,
2987269,0,2987269,0.000598552,,,
2987270,0,2987270,0.009822506,,,
2987271,0,2987271,0.00503097,,,
2987272,0,2987272,0.001549113,,,
2987273,0,2987273,0.01091149,,,
2987274,0,2987274,0.005032438,,,
2987275,0,2987275,0.001455693,,,
2987276,0,2987276,0.009872857,,,
2987277,0,2987277,0.000905619,,,
2987278,0,2987278,0.001001383,,,
2987279,0,2987279,0.004359318,,,
2987280,0,2987280,0.001665818,,,
2987281,0,2987281,0.006274304,,,
2987282,0,2987282,0.001031967,,,
2987283,0,2987283,0.001369457,,,
2987284,0,2987284,0.020796774,,,
2987285,0,2987285,0.002854007,,,
2987286,0,2987286,0.080477886,,,
2987287,0,2987287,0.02003474,,,
2987288,0,2987288,0.078122638,,,
2987289,0,2987289,0.000854628,,,
2987290,0,2987290,0.000229029,,,
2987291,0,2987291,0.000557887,,,
2987292,0,2987292,0.001682328,,,
2987293,0,2987293,0.005297054,,,
2987294,0,2987294,0.007563395,,,
2987295,0,2987295,0.001623201,,,
2987296,0,2987296,0.031568609,,,
2987297,0,2987297,0.000456223,,,
2987298,0,2987298,0.001089285,,,
2987299,0,2987299,0.007158252,,,
2987300,0,2987300,0.018192653,,,
2987301,0,2987301,0.018330501,,,
2987302,0,2987302,0.01298017,,,
2987303,0,2987303,0.003141429,,,
2987304,0,2987304,0.007670211,,,
2987305,0,2987305,0.004640487,,,
2987306,0,2987306,0.007128702,,,
2987307,0,2987307,0.002964219,,,
2987308,0,2987308,0.000642728,,,
2987309,0,2987309,0.001523899,,,
2987310,0,2987310,0.018887823,,,
2987311,0,2987311,0.004407062,,,
2987312,0,2987312,0.001882659,,,
2987313,0,2987313,0.005312936,,,
2987314,0,2987314,0.004001194,,,
2987315,0,2987315,0.007129603,,,
2987316,0,2987316,0.007148946,,,
2987317,0,2987317,0.006129244,,,
2987318,0,2987318,0.003344938,,,
2987319,0,2987319,0.341905832,,,
2987320,0,2987320,0.00198092,,,
2987321,0,2987321,0.02954689,,,
2987322,0,2987322,0.010640461,,,
2987323,0,2987323,0.000216275,,,
2987324,0,2987324,0.008020511,,,
2987325,0,2987325,0.006159016,,,
2987326,0,2987326,0.001094475,,,
2987327,0,2987327,0.004732857,,,
2987328,0,2987328,0.006264578,,,
2987329,0,2987329,0.003720411,,,
2987330,0,2987330,0.014454039,,,
2987331,0,2987331,0.000514786,,,
2987332,0,2987332,0.019652573,,,
2987333,0,2987333,0.00247291,,,
2987334,0,2987334,0.002282474,,,
2987335,0,2987335,0.010637395,,,
2987336,0,2987336,0.008823887,,,
2987337,0,2987337,0.003752662,,,
2987338,0,2987338,0.008291496,,,
2987339,0,2987339,0.001408098,,,
2987340,0,2987340,0.000680476,,,
2987341,0,2987341,0.006391287,,,
2987342,0,2987342,0.021065608,,,
2987343,0,2987343,0.001684348,,,
2987344,0,2987344,0.005002536,,,
2987345,0,2987345,0.004599912,,,
2987346,0,2987346,0.000307828,,,
2987347,0,2987347,0.000637495,,,
2987348,0,2987348,0.008403623,,,
2987349,0,2987349,0.014786145,,,
2987350,0,2987350,0.000637331,,,
2987351,0,2987351,0.001324775,,,
2987352,0,2987352,0.438153207,,,
2987353,0,2987353,0.02915884,,,
2987354,0,2987354,0.003240199,,,
2987355,0,2987355,0.007992754,,,
2987356,0,2987356,0.001465432,,,
2987357,0,2987357,0.001653778,,,
2987358,0,2987358,0.003706064,,,
2987359,0,2987359,0.000660274,,,
2987360,0,2987360,0.083982982,,,
2987361,0,2987361,0.00519523,,,
2987362,0,2987362,0.001002048,,,
2987363,0,2987363,0.010402619,,,
2987364,0,2987364,0.001522828,,,
2987365,0,2987365,0.001262556,,,
2987366,0,2987366,0.032713722,,,
2987367,0,2987367,0.984567761,,,
2987368,0,2987368,0.029381258,,,
2987369,0,2987369,0.000502222,,,
2987370,0,2987370,0.019417519,,,
2987371,0,2987371,0.000454586,,,
2987372,0,2987372,0.001336494,,,
2987373,0,2987373,0.003480182,,,
2987374,0,2987374,0.032589443,,,
2987375,0,2987375,0.000696742,,,
2987376,0,2987376,0.005267612,,,
2987377,0,2987377,0.00209782,,,
2987378,0,2987378,0.00485635,,,
2987379,0,2987379,0.001822571,,,
2987380,0,2987380,0.005104001,,,
2987381,0,2987381,0.000765177,,,
2987382,0,2987382,0.001213237,,,
2987383,0,2987383,0.001996728,,,
2987384,0,2987384,0.010717302,,,
2987385,0,2987385,0.00107475,,,
2987386,0,2987386,0.020286977,,,
2987387,0,2987387,0.003460683,,,
2987388,0,2987388,0.000932676,,,
2987389,0,2987389,0.012746827,,,
2987390,0,2987390,0.002185274,,,
2987391,0,2987391,0.000307246,,,
2987392,0,2987392,0.000867838,,,
2987393,0,2987393,0.003468725,,,
2987394,0,2987394,0.009264914,,,
2987395,0,2987395,0.005079319,,,
2987396,0,2987396,0.010201883,,,
2987397,0,2987397,0.000650486,,,
2987398,0,2987398,0.002537467,,,
2987399,0,2987399,0.001041925,,,
2987400,0,2987400,0.000219098,,,
2987401,0,2987401,0.000459752,,,
2987402,0,2987402,0.02729225,,,
2987403,0,2987403,0.002650658,,,
2987404,0,2987404,0.004588707,,,
2987405,0,2987405,0.04706778,,,
2987406,0,2987406,0.009155022,,,
2987407,0,2987407,0.023743233,,,
2987408,0,2987408,0.00534444,,,
2987409,0,2987409,0.001720266,,,
2987410,0,2987410,0.001164924,,,
2987411,0,2987411,0.001863072,,,
2987412,0,2987412,0.017127851,,,
2987413,0,2987413,0.044141393,,,
2987414,0,2987414,0.004345558,,,
2987415,0,2987415,0.000937548,,,
2987416,0,2987416,0.003547129,,,
2987417,0,2987417,0.013575016,,,
2987418,0,2987418,0.002145894,,,
2987419,0,2987419,0.000427685,,,
2987420,0,2987420,0.000984325,,,
2987421,0,2987421,0.001137077,,,
2987422,0,2987422,0.003951359,,,
2987423,0,2987423,0.000447937,,,
2987424,0,2987424,0.002892787,,,
2987425,0,2987425,0.007229207,,,
2987426,0,2987426,0.005598902,,,
2987427,0,2987427,0.002370116,,,
2987428,0,2987428,0.007934529,,,
2987429,0,2987429,0.002827894,,,
2987430,0,2987430,0.000617833,,,
2987431,0,2987431,0.009420021,,,
2987432,0,2987432,0.000713539,,,
2987433,0,2987433,0.003388905,,,
2987434,0,2987434,0.005271686,,,
2987435,0,2987435,0.001637958,,,
2987436,0,2987436,0.050670478,,,
2987437,0,2987437,0.01115681,,,
2987438,0,2987438,0.006204541,,,
2987439,0,2987439,0.00429348,,,
2987440,0,2987440,0.001960722,,,
2987441,0,2987441,0.000588924,,,
2987442,0,2987442,0.002463278,,,
2987443,0,2987443,0.019868681,,,
2987444,0,2987444,0.003469121,,,
2987445,0,2987445,0.003364963,,,
2987446,0,2987446,0.001998385,,,
2987447,0,2987447,0.00753576,,,
2987448,0,2987448,0.00238403,,,
2987449,0,2987449,0.013024743,,,
2987450,0,2987450,0.004941077,,,
2987451,0,2987451,0.004184469,,,
2987452,0,2987452,0.000449583,,,
2987453,0,2987453,0.000583554,,,
2987454,0,2987454,0.010691534,,,
2987455,0,2987455,0.008224137,,,
2987456,0,2987456,0.003023103,,,
2987457,0,2987457,0.003149503,,,
2987458,0,2987458,0.005335691,,,
2987459,0,2987459,0.007499766,,,
2987460,0,2987460,0.001136568,,,
2987461,0,2987461,0.001226902,,,
2987462,0,2987462,0.008761852,,,
2987463,0,2987463,0.005525056,,,
2987464,0,2987464,0.004973383,,,
2987465,0,2987465,0.016756941,,,
2987466,0,2987466,0.003184634,,,
2987467,0,2987467,0.010515066,,,
2987468,0,2987468,0.001060947,,,
2987469,0,2987469,0.090991482,,,
2987470,0,2987470,0.000706015,,,
2987471,0,2987471,0.000898427,,,
2987472,0,2987472,0.000982409,,,
2987473,0,2987473,0.00236967,,,
2987474,0,2987474,0.001276967,,,
2987475,0,2987475,0.002102811,,,
2987476,0,2987476,0.010454938,,,
2987477,0,2987477,0.009153784,,,
2987478,0,2987478,0.042793304,,,
2987479,0,2987479,0.001779996,,,
2987480,0,2987480,0.009733038,,,
2987481,0,2987481,0.041807555,,,
2987482,0,2987482,0.005333167,,,
2987483,0,2987483,0.000687908,,,
2987484,0,2987484,0.003357968,,,
2987485,0,2987485,0.004634315,,,
2987486,0,2987486,0.002337796,,,
2987487,0,2987487,0.008090416,,,
2987488,0,2987488,0.002221483,,,
2987489,0,2987489,0.00709085,,,
2987490,0,2987490,0.005067842,,,
2987491,0,2987491,0.000526867,,,
2987492,0,2987492,0.001566856,,,
2987493,0,2987493,0.00296482,,,
2987494,0,2987494,0.004225576,,,
2987495,0,2987495,0.003917035,,,
2987496,0,2987496,0.00095332,,,
2987497,0,2987497,0.002260396,,,
2987498,0,2987498,0.001823704,,,
2987499,0,2987499,0.011004828,,,
2987500,0,2987500,0.00393885,,,
2987501,0,2987501,0.016582288,,,
2987502,0,2987502,0.000858262,,,
2987503,0,2987503,0.000547087,,,
2987504,0,2987504,0.006222534,,,
2987505,0,2987505,0.00368444,,,
2987506,0,2987506,0.001579455,,,
2987507,0,2987507,0.002026789,,,
2987508,0,2987508,0.006994085,,,
2987509,0,2987509,0.008399591,,,
2987510,0,2987510,0.010287771,,,
2987511,0,2987511,0.001470015,,,
2987512,0,2987512,0.001643534,,,
2987513,0,2987513,0.000989764,,,
2987514,0,2987514,0.010219448,,,
2987515,0,2987515,0.003882949,,,
2987516,0,2987516,0.009759984,,,
2987517,0,2987517,0.014340164,,,
2987518,0,2987518,0.005750173,,,
2987519,0,2987519,0.002518896,,,
2987520,0,2987520,0.012391339,,,
2987521,0,2987521,0.010554378,,,
2987522,0,2987522,0.00109766,,,
2987523,0,2987523,0.095596001,,,
2987524,0,2987524,0.003501017,,,
2987525,0,2987525,0.000985084,,,
2987526,0,2987526,0.000630049,,,
2987527,0,2987527,0.001332881,,,
2987528,0,2987528,0.005685627,,,
2987529,0,2987529,0.056506354,,,
2987530,0,2987530,0.004079603,,,
2987531,0,2987531,0.018746603,,,
2987532,0,2987532,0.011347535,,,
2987533,0,2987533,0.001111915,,,
2987534,0,2987534,0.003779772,,,
2987535,0,2987535,0.00854377,,,
2987536,0,2987536,0.038135812,,,
2987537,0,2987537,0.001441153,,,
2987538,0,2987538,0.000643372,,,
2987539,0,2987539,0.000193151,,,
2987540,0,2987540,0.002673421,,,
2987541,0,2987541,0.003359928,,,
2987542,0,2987542,0.006976582,,,
2987543,0,2987543,0.003024785,,,
2987544,0,2987544,0.010445653,,,
2987545,0,2987545,0.003825434,,,
2987546,0,2987546,0.001064972,,,
2987547,0,2987547,0.085949421,,,
2987548,0,2987548,0.002013781,,,
2987549,0,2987549,0.000320379,,,
2987550,0,2987550,0.012849629,,,
2987551,0,2987551,0.015740842,,,
2987552,0,2987552,0.004488789,,,
2987553,0,2987553,0.048157759,,,
2987554,0,2987554,0.00605421,,,
2987555,0,2987555,0.003342332,,,
2987556,0,2987556,0.009044338,,,
2987557,0,2987557,0.004059978,,,
2987558,0,2987558,0.004395693,,,
2987559,0,2987559,0.005834424,,,
2987560,0,2987560,0.005282253,,,
2987561,0,2987561,0.007133999,,,
2987562,0,2987562,0.033776019,,,
2987563,0,2987563,0.026777619,,,
2987564,0,2987564,0.006438999,,,
2987565,0,2987565,0.000312811,,,
2987566,0,2987566,0.013892172,,,
2987567,0,2987567,0.005731527,,,
2987568,0,2987568,0.023703609,,,
2987569,0,2987569,0.000557513,,,
2987570,0,2987570,0.002903149,,,
2987571,0,2987571,0.015098417,,,
2987572,0,2987572,0.002624374,,,
2987573,0,2987573,0.021740964,,,
2987574,0,2987574,0.003276819,,,
2987575,0,2987575,0.008105127,,,
2987576,0,2987576,0.008180873,,,
2987577,0,2987577,0.006310554,,,
2987578,0,2987578,0.000470631,,,
2987579,0,2987579,0.041805338,,,
2987580,0,2987580,0.02465854,,,
2987581,0,2987581,0.002446437,,,
2987582,0,2987582,0.020964475,,,
2987583,0,2987583,0.011465521,,,
2987584,0,2987584,0.006929087,,,
2987585,0,2987585,0.003413491,,,
2987586,0,2987586,0.00054539,,,
2987587,0,2987587,0.00193177,,,
2987588,0,2987588,0.000577838,,,
2987589,0,2987589,0.002673869,,,
2987590,0,2987590,0.003940566,,,
2987591,0,2987591,0.004066127,,,
2987592,0,2987592,0.018463705,,,
2987593,0,2987593,0.000540455,,,
2987594,0,2987594,0.012866497,,,
2987595,0,2987595,0.000973841,,,
2987596,0,2987596,0.011748548,,,
2987597,0,2987597,0.001741313,,,
2987598,0,2987598,0.003254704,,,
2987599,0,2987599,0.004070228,,,
2987600,0,2987600,0.071353264,,,
2987601,0,2987601,0.002332879,,,
2987602,0,2987602,0.0178596,,,
2987603,0,2987603,0.062780626,,,
2987604,0,2987604,0.002853222,,,
2987605,0,2987605,0.004328318,,,
2987606,0,2987606,0.005765888,,,
2987607,0,2987607,0.016132835,,,
2987608,0,2987608,0.01298094,,,
2987609,0,2987609,0.001597303,,,
2987610,0,2987610,0.005096231,,,
2987611,0,2987611,0.004051422,,,
2987612,0,2987612,0.008078627,,,
2987613,0,2987613,0.008951591,,,
2987614,0,2987614,0.001342645,,,
2987615,0,2987615,0.00170828,,,
2987616,0,2987616,0.008358359,,,
2987617,0,2987617,0.01836681,,,
2987618,0,2987618,0.056402668,,,
2987619,0,2987619,0.000666067,,,
2987620,0,2987620,0.012593418,,,
2987621,0,2987621,0.00201854,,,
2987622,0,2987622,0.000856047,,,
2987623,0,2987623,0.035775233,,,
2987624,0,2987624,0.001773966,,,
2987625,0,2987625,0.02916304,,,
2987626,0,2987626,0.000368857,,,
2987627,0,2987627,0.000852777,,,
2987628,0,2987628,0.000819442,,,
2987629,0,2987629,0.002358947,,,
2987630,0,2987630,0.030158119,,,
2987631,0,2987631,0.001670802,,,
2987632,0,2987632,0.000382161,,,
2987633,0,2987633,0.003674841,,,
2987634,0,2987634,0.019686373,,,
2987635,0,2987635,0.006497663,,,
2987636,0,2987636,0.016488267,,,
2987637,0,2987637,0.038991317,,,
2987638,0,2987638,0.014518847,,,
2987639,0,2987639,0.009478055,,,
2987640,0,2987640,0.003378152,,,
2987641,0,2987641,0.00624517,,,
2987642,0,2987642,0.007582697,,,
2987643,0,2987643,0.006704679,,,
2987644,0,2987644,0.000590305,,,
2987645,0,2987645,0.002224094,,,
2987646,0,2987646,0.003234842,,,
2987647,0,2987647,0.028890291,,,
2987648,0,2987648,0.013196096,,,
2987649,0,2987649,0.000660025,,,
2987650,0,2987650,0.003257033,,,
2987651,0,2987651,0.000441387,,,
2987652,0,2987652,0.009281973,,,
2987653,0,2987653,0.009529117,,,
2987654,0,2987654,0.001885764,,,
2987655,0,2987655,0.00066073,,,
2987656,0,2987656,0.001970856,,,
2987657,0,2987657,0.002572675,,,
2987658,0,2987658,0.024222529,,,
2987659,0,2987659,0.002561568,,,
2987660,0,2987660,0.011674399,,,
2987661,0,2987661,0.000566587,,,
2987662,0,2987662,0.00802956,,,
2987663,0,2987663,0.004720313,,,
2987664,0,2987664,0.021108627,,,
2987665,0,2987665,0.001970856,,,
2987666,0,2987666,0.009300346,,,
2987667,0,2987667,0.001729537,,,
2987668,0,2987668,0.006514865,,,
2987669,0,2987669,0.006090383,,,
2987670,0,2987670,0.011096042,,,
2987671,0,2987671,0.015219358,,,
2987672,0,2987672,0.011978123,,,
2987673,0,2987673,0.000987352,,,
2987674,0,2987674,0.000814878,,,
2987675,0,2987675,0.000586774,,,
2987676,0,2987676,0.011307159,,,
2987677,0,2987677,0.0032125,,,
2987678,0,2987678,0.001935038,,,
2987679,0,2987679,0.000496965,,,
2987680,0,2987680,0.000528549,,,
2987681,0,2987681,0.008920979,,,
2987682,0,2987682,0.001378897,,,
2987683,0,2987683,0.022025794,,,
2987684,0,2987684,0.060034037,,,
2987685,0,2987685,0.002342691,,,
2987686,0,2987686,0.040233009,,,
2987687,0,2987687,0.003772584,,,
2987688,0,2987688,0.001403051,,,
2987689,0,2987689,0.00886923,,,
2987690,0,2987690,0.00271258,,,
2987691,0,2987691,0.002668408,,,
2987692,0,2987692,0.015639486,,,
2987693,0,2987693,0.005978303,,,
2987694,0,2987694,0.184462592,,,
2987695,0,2987695,0.000836891,,,
2987696,0,2987696,0.0033422,,,
2987697,0,2987697,0.003398842,,,
2987698,0,2987698,0.03810247,,,
2987699,0,2987699,0.000349159,,,
2987700,0,2987700,0.002184825,,,
2987701,0,2987701,0.000416896,,,
2987702,0,2987702,0.00058593,,,
2987703,0,2987703,0.002528278,,,
2987704,0,2987704,0.003418954,,,
2987705,0,2987705,0.006787552,,,
2987706,0,2987706,0.000945855,,,
2987707,0,2987707,0.00038723,,,
2987708,0,2987708,0.005002339,,,
2987709,0,2987709,0.0004543,,,
2987710,0,2987710,0.010256843,,,
2987711,0,2987711,0.009303682,,,
2987712,0,2987712,0.006019617,,,
2987713,0,2987713,0.000486306,,,
2987714,0,2987714,0.009029132,,,
2987715,0,2987715,0.001724742,,,
2987716,0,2987716,0.0079499,,,
2987717,0,2987717,0.000932683,,,
2987718,0,2987718,0.003390194,,,
2987719,0,2987719,0.003052761,,,
2987720,0,2987720,0.001191379,,,
2987721,0,2987721,0.003247248,,,
2987722,0,2987722,0.000767442,,,
2987723,0,2987723,0.000692743,,,
2987724,0,2987724,0.006232635,,,
2987725,0,2987725,0.001268836,,,
2987726,0,2987726,0.003081027,,,
2987727,0,2987727,0.002788961,,,
2987728,0,2987728,0.008626748,,,
2987729,0,2987729,0.001163096,,,
2987730,0,2987730,0.002308236,,,
2987731,0,2987731,0.006927259,,,
2987732,0,2987732,0.00463549,,,
2987733,0,2987733,0.00876788,,,
